Topic,Group,Class,Word,Count
immigration,rep-base,0,build,446
immigration,rep-base,0,want,411
immigration,rep-base,0,trump,389
immigration,rep-base,1,#maga,671
immigration,rep-base,1,wall,603
immigration,rep-base,1,build,479
immigration,rep-base,1,border,259
immigration,rep-base,1,illegal,227
immigration,rep-base,1,#trump,196
immigration,rep-base,1,trump,187
immigration,rep-base,1,vote,160
immigration,rep-base,1,sanctuary,139
immigration,rep-base,1,city,130
taxes,dem-lead,0,tax,5432
taxes,dem-lead,0,cut,2378
taxes,dem-lead,0,bill,1181
taxes,dem-lead,0,break,884
taxes,dem-lead,0,family,808
taxes,dem-lead,0,pay,777
taxes,dem-lead,0,wealthy,752
taxes,dem-lead,0,gop,732
taxes,dem-lead,0,give,675
taxes,dem-lead,0,corporation,662
taxes,dem-lead,1,tax,2477
taxes,dem-lead,1,cut,900
taxes,dem-lead,1,bill,454
taxes,dem-lead,1,gop,319
taxes,dem-lead,1,reform,316
taxes,dem-lead,1,republican,313
taxes,dem-lead,1,family,300
taxes,dem-lead,1,american,297
taxes,dem-lead,1,vote,290
taxes,dem-lead,1,wealthy,260
taxes,dem-base,0,tax,1268
taxes,dem-base,0,cut,605
taxes,dem-base,0,#resist,330
taxes,dem-base,0,pay,273
taxes,dem-base,0,#voteblue,227
taxes,dem-base,0,trump,223
taxes,dem-base,0,get,182
taxes,dem-base,0,break,169
taxes,dem-base,0,give,169
taxes,dem-base,0,vote,163
taxes,dem-base,1,tax,621
taxes,dem-base,1,#resist,470
taxes,dem-base,1,via,386
taxes,dem-base,1,trump,356
taxes,dem-base,1,return,184
taxes,dem-base,1,cut,171
taxes,dem-base,1,subpoena,166
taxes,dem-base,1,must,166
taxes,dem-base,1,release,164
taxes,dem-base,1,democrat,141
taxes,rep-lead,0,tax,2779
taxes,rep-lead,0,cut,1159
taxes,rep-lead,0,job,546
taxes,rep-lead,0,reform,477
taxes,rep-lead,0,family,332
taxes,rep-lead,0,work,309
taxes,rep-lead,0,raise,301
taxes,rep-lead,0,low,275
taxes,rep-lead,0,bill,264
taxes,rep-lead,0,act,263
taxes,rep-lead,1,tax,2915
taxes,rep-lead,1,cut,1155
taxes,rep-lead,1,reform,1015
taxes,rep-lead,1,job,474
taxes,rep-lead,1,family,375
taxes,rep-lead,1,american,354
taxes,rep-lead,1,business,323
taxes,rep-lead,1,vote,264
taxes,rep-lead,1,work,246
taxes,rep-lead,1,economy,227
taxes,rep-base,0,tax,1379
taxes,rep-base,0,cut,715
taxes,rep-base,0,#maga,605
taxes,rep-base,0,pay,307
taxes,rep-base,0,#trump,256
taxes,rep-base,0,trump,246
taxes,rep-base,0,get,225
taxes,rep-base,0,job,195
taxes,rep-base,0,#gop,182
taxes,rep-base,0,low,165
taxes,rep-base,1,tax,722
taxes,rep-base,1,cut,407
taxes,rep-base,1,#maga,365
taxes,rep-base,1,trump,190
taxes,rep-base,1,#trump,134
taxes,rep-base,1,pay,87
taxes,rep-base,1,reform,84
taxes,rep-base,1,get,83
taxes,rep-base,1,#gop,82
taxes,rep-base,1,american,76
