Token,Uid,Link,Affiliation
Tanoos2018,8.95318E+17,https://twitter.com/Tanoos2018,
TimRyan,466532637,https://twitter.com/TimRyan,
wildforcongress,533324996,https://twitter.com/wildforcongress,
TexasStateRep29,69579382,https://twitter.com/TexasStateRep29,
WhipHoyer,22012091,https://twitter.com/WhipHoyer,
votewoodall,152018565,https://twitter.com/votewoodall,
spmaloney,26283468,https://twitter.com/spmaloney,
standwithbarry,586191770,https://twitter.com/standwithbarry,
ykassembly,8.87326E+17,https://twitter.com/ykassembly,
VoteDannerKline,8.55513E+17,https://twitter.com/VoteDannerKline,
VoteMcGonigle,8.66423E+17,https://twitter.com/VoteMcGonigle,
Walker4NC,436192442,https://twitter.com/Walker4NC,
VanDrewTeam,317309166,https://twitter.com/VanDrewTeam,
VoteCarrigan,9.08149E+17,https://twitter.com/VoteCarrigan,
tmac4congress,2343686814,https://twitter.com/tmac4congress,
WmFawell,1193790349,https://twitter.com/WmFawell,
WillHurd,74313566,https://twitter.com/WillHurd,
VoteForTrey,3431000296,https://twitter.com/VoteForTrey,
VickieYGlisson,8.3481E+17,https://twitter.com/VickieYGlisson,
SusieLeeNV,602919981,https://twitter.com/SusieLeeNV,
RepSwalwell,942156122,https://twitter.com/RepSwalwell,
NydiaVelazquez,164369297,https://twitter.com/NydiaVelazquez,
RepEvans45,114328947,https://twitter.com/RepEvans45,
JimBurgess7,487588622,https://twitter.com/JimBurgess7,
JasonCrowCO6,8.51477E+17,https://twitter.com/JasonCrowCO6,
karaforcongress,8.58809E+17,https://twitter.com/karaforcongress,
RepPeteKing,18277655,https://twitter.com/RepPeteKing,
McQueen4USRep,9.13099E+17,https://twitter.com/McQueen4USRep,
RepRoybalAllard,479872233,https://twitter.com/RepRoybalAllard,
repgregwalden,32010840,https://twitter.com/repgregwalden,
StephanyForCO,34039362,https://twitter.com/StephanyForCO,
repblumenauer,15954997,https://twitter.com/repblumenauer,
JuliaBrownley,44251742,https://twitter.com/JuliaBrownley,
PeterYuCO,8.35949E+17,https://twitter.com/PeterYuCO,
tinus4congress,9.51917E+17,https://twitter.com/tinus4congress,
GerryConnolly,78445977,https://twitter.com/GerryConnolly,
melforcongress,9.1638E+17,https://twitter.com/melforcongress,
TabithaK,20486916,https://twitter.com/TabithaK,
RepMoBrooks,237299871,https://twitter.com/RepMoBrooks,
MarkTakano,316165422,https://twitter.com/MarkTakano,
HaydenShamel,2857461284,https://twitter.com/HaydenShamel,
Vangie4Congress,8.30594E+17,https://twitter.com/Vangie4Congress,
RepBillFoster,1080509366,https://twitter.com/RepBillFoster,
RepBobbyRush,305216911,https://twitter.com/RepBobbyRush,
RepDavidEPrice,155669457,https://twitter.com/RepDavidEPrice,
readyforleddy,9.31338E+17,https://twitter.com/readyforleddy,
Vote4McKellar,283170165,https://twitter.com/Vote4McKellar,
Manning4USCong,9.53389E+17,https://twitter.com/Manning4USCong,
RepDianaDeGette,28599820,https://twitter.com/RepDianaDeGette,
McCreadyForNC,24950622,https://twitter.com/McCreadyForNC,
JohnChrin,9.07445E+17,https://twitter.com/JohnChrin,
RepGuthrie,1908143071,https://twitter.com/RepGuthrie,
PaulTonko,153865861,https://twitter.com/PaulTonko,
KathleenRice,82423741,https://twitter.com/KathleenRice,
JD4Congress,9.28648E+17,https://twitter.com/JD4Congress,
StevenHorsford,246478393,https://twitter.com/StevenHorsford,
stevestivers,59536644,https://twitter.com/stevestivers,
rep_stevewomack,234469322,https://twitter.com/rep_stevewomack,
PeterRoskam,20015903,https://twitter.com/PeterRoskam,
VoteJanGarbett,9.60677E+17,https://twitter.com/VoteJanGarbett,
JoeNeguse,1542372750,https://twitter.com/JoeNeguse,
mjhegar,3021460584,https://twitter.com/mjhegar,
JohnFasoNy,3374540505,https://twitter.com/JohnFasoNy,
MarcForPA,9.07205E+17,https://twitter.com/MarcForPA,
LindaForNC,488560862,https://twitter.com/LindaForNC,
teamkendrawv,9.09526E+17,https://twitter.com/teamkendrawv,
RepAdamSchiff,29501253,https://twitter.com/RepAdamSchiff,
michaelcburgess,15751083,https://twitter.com/michaelcburgess,
replouiegohmert,22055226,https://twitter.com/replouiegohmert,
LisaRingGA01,8.78006E+17,https://twitter.com/LisaRingGA01,
RepKevinBrady,19926675,https://twitter.com/RepKevinBrady,
leezeldin,15874918,https://twitter.com/leezeldin,
AOC,138203134,https://twitter.com/AOC,
wsh4idaho,9.73048E+17,https://twitter.com/wsh4idaho,
Marcy_Kaptur,480872337,https://twitter.com/Marcy_Kaptur,
janasanchez,14425872,https://twitter.com/janasanchez,
JoeCunninghamSC,8.26589E+17,https://twitter.com/JoeCunninghamSC,
peter_joffrion,8.69779E+17,https://twitter.com/peter_joffrion,
lynnskahn,3048946786,https://twitter.com/lynnskahn,
tommcclintock,15773898,https://twitter.com/tommcclintock,
watts4congress,8.8958E+17,https://twitter.com/watts4congress,
TxHopsfarmer,8.25106E+17,https://twitter.com/TxHopsfarmer,
JoeCiardullo,9.8817E+17,https://twitter.com/JoeCiardullo,
liuba4congress,80370806,https://twitter.com/liuba4congress,
JudgeCarter,18030431,https://twitter.com/JudgeCarter,
GScott4Congress,9.22672E+17,https://twitter.com/GScott4Congress,
RepHultgren,237814920,https://twitter.com/RepHultgren,
PeteSessions,24735461,https://twitter.com/PeteSessions,
HoulahanForPa,8.47098E+17,https://twitter.com/HoulahanForPa,
JohnSarbanes,259364314,https://twitter.com/JohnSarbanes,
RepSchrader,20545793,https://twitter.com/RepSchrader,
RepDLamborn,584012853,https://twitter.com/RepDLamborn,
USRepJoeWilson,4315834343,https://twitter.com/USRepJoeWilson,
RepJeffDuncan,240393970,https://twitter.com/RepJeffDuncan,
LizForCongress,3332640269,https://twitter.com/LizForCongress,
JamesODonnellNY,9.72601E+17,https://twitter.com/JamesODonnellNY,
RepAndyBarr,1089334250,https://twitter.com/RepAndyBarr,
markboler,79008958,https://twitter.com/markboler,
Harris4Congress,122713203,https://twitter.com/Harris4Congress,
Krantz4Congress,9.37478E+17,https://twitter.com/Krantz4Congress,
Tillman2014,2329221734,https://twitter.com/Tillman2014,
steveavonloor,9.04221E+17,https://twitter.com/steveavonloor,
RepMikeQuigley,56864092,https://twitter.com/RepMikeQuigley,
TEAMKRAUS,375793268,https://twitter.com/TEAMKRAUS,
OmarQudrat,9.2149E+17,https://twitter.com/OmarQudrat,
jerrymcnerney,176512266,https://twitter.com/jerrymcnerney,
Paul_Theobald_,9.60555E+17,https://twitter.com/Paul_Theobald_,
Vote_Davidson,4624539143,https://twitter.com/Vote_Davidson,
MikieSherrill,1577754348,https://twitter.com/MikieSherrill,
wittforprogress,4840975044,https://twitter.com/wittforprogress,
JanzAndrew,8.56597E+17,https://twitter.com/JanzAndrew,
Jineea4congress,9.70008E+17,https://twitter.com/Jineea4congress,
JamieforOregon,8.78119E+17,https://twitter.com/JamieforOregon,
SteveChabot,23775782,https://twitter.com/SteveChabot,
MacTXPress,377534571,https://twitter.com/MacTXPress,
RepKayGranger,161743731,https://twitter.com/RepKayGranger,
JoyceBeatty,582070020,https://twitter.com/JoyceBeatty,
VanessaAdiaTX12,8.45304E+17,https://twitter.com/VanessaAdiaTX12,
Malinowski,8.11239E+17,https://twitter.com/Malinowski,
RepCheri,1092979962,https://twitter.com/RepCheri,
NathanClayCO,8.25788E+17,https://twitter.com/NathanClayCO,
YoungForIowa,1458792192,https://twitter.com/YoungForIowa,
rep_albio_sires,2193480787,https://twitter.com/rep_albio_sires,
RepLindaSanchez,312134473,https://twitter.com/RepLindaSanchez,
JoaquinCastrotx,231510077,https://twitter.com/JoaquinCastrotx,
RepBarbaraLee,248735463,https://twitter.com/RepBarbaraLee,
RepJimCosta,245451804,https://twitter.com/RepJimCosta,
RepMarkMeadows,963480595,https://twitter.com/RepMarkMeadows,
joinpaulcook,57177310,https://twitter.com/joinpaulcook,
MiaBLove,343171266,https://twitter.com/MiaBLove,
Wadkins2018,8.49734E+17,https://twitter.com/Wadkins2018,
RepRobinKelly,1339931490,https://twitter.com/RepRobinKelly,
gracenapolitano,161411080,https://twitter.com/gracenapolitano,
TalleySergent,176896430,https://twitter.com/TalleySergent,
PressGop,183537737,https://twitter.com/PressGop,
KellyforMS01,3090076743,https://twitter.com/KellyforMS01,
Randy4SoIL,9.81661E+17,https://twitter.com/Randy4SoIL,
LeonardLanceNJ7,479430035,https://twitter.com/LeonardLanceNJ7,
stevedavid,20920816,https://twitter.com/stevedavid,
Troy_Balderson,603083228,https://twitter.com/Troy_Balderson,
Tom4CongressNY6,9.86777E+17,https://twitter.com/Tom4CongressNY6,
RepJoseSerrano,33563161,https://twitter.com/RepJoseSerrano,
NaomiLevinNY,9.79181E+17,https://twitter.com/NaomiLevinNY,
GoCardenas,2983477407,https://twitter.com/GoCardenas,
Norma4Congress,2409478435,https://twitter.com/Norma4Congress,
kolleroregon3rd,9.60405E+17,https://twitter.com/kolleroregon3rd,
RepMcKinley,240427862,https://twitter.com/RepMcKinley,
NancyPelosi,15764644,https://twitter.com/NancyPelosi,
KenCalvert,22545491,https://twitter.com/KenCalvert,
repjohnlewis,29450962,https://twitter.com/repjohnlewis,
VoteOjeda2020,2290583342,https://twitter.com/VoteOjeda2020,
jamie_raskin,549579841,https://twitter.com/jamie_raskin,
WatersCampaign,191066960,https://twitter.com/WatersCampaign,
RepCuellar,210926192,https://twitter.com/RepCuellar,
JoshForNY,8.60188E+17,https://twitter.com/JoshForNY,
JacksonLeeTX18,80612021,https://twitter.com/JacksonLeeTX18,
JanMcDowellDEM,7.15271E+17,https://twitter.com/JanMcDowellDEM,
MaxRose4NY,8.92492E+17,https://twitter.com/MaxRose4NY,
karenhandel,15673703,https://twitter.com/karenhandel,
Janet4OH,2414827232,https://twitter.com/Janet4OH,
TedraCobb,7.31616E+17,https://twitter.com/TedraCobb,
Lizzie4Congress,8.57009E+17,https://twitter.com/Lizzie4Congress,
JeffFortenberry,18805303,https://twitter.com/JeffFortenberry,
GKButterfield,432676344,https://twitter.com/GKButterfield,
RepAlGreen,156333623,https://twitter.com/RepAlGreen,
GregPenceIN,8.90039E+17,https://twitter.com/GregPenceIN,
RepSusanDavis,432771620,https://twitter.com/RepSusanDavis,
Gunny_Harmon,2969960817,https://twitter.com/Gunny_Harmon,
mlfudge,18829123,https://twitter.com/mlfudge,
Team_Harbaugh,8.4252E+17,https://twitter.com/Team_Harbaugh,
virginiafoxx,16256269,https://twitter.com/virginiafoxx,
Gluck4Congress,495323806,https://twitter.com/Gluck4Congress,
EricHolguinTX,227458017,https://twitter.com/EricHolguinTX,
electdave2018,8.75779E+17,https://twitter.com/electdave2018,
buddforcongress,7.20353E+17,https://twitter.com/buddforcongress,
brown_congress,9.78986E+17,https://twitter.com/brown_congress,
rickallen,385111151,https://twitter.com/rickallen,
davisforutah,8.59912E+17,https://twitter.com/davisforutah,
BobbyScott,161791703,https://twitter.com/BobbyScott,
bruce_westerman,342677019,https://twitter.com/bruce_westerman,
DennyforPA,9.17993E+17,https://twitter.com/DennyforPA,
CristoDude,149186364,https://twitter.com/CristoDude,
DanCrenshawTX,9.30553E+17,https://twitter.com/DanCrenshawTX,
RogerWAllison,9.2801E+17,https://twitter.com/RogerWAllison,
BeckForIndiana,8.56466E+17,https://twitter.com/BeckForIndiana,
BenMcAdams,48255275,https://twitter.com/BenMcAdams,
Callahan4Oregon,1671902456,https://twitter.com/Callahan4Oregon,
SBrownNV,2474383081,https://twitter.com/SBrownNV,
AlmaforCongress,1609364557,https://twitter.com/AlmaforCongress,
CullenBurnsCD29,9.35211E+17,https://twitter.com/CullenBurnsCD29,
EliasonCongress,9.64284E+17,https://twitter.com/EliasonCongress,
LeibforPA,1633853574,https://twitter.com/LeibforPA,
HallCongress,9.46059E+17,https://twitter.com/HallCongress,
RepBobGibbs,234822928,https://twitter.com/RepBobGibbs,
RepTomGraves,190328374,https://twitter.com/RepTomGraves,
BradleyByrne,42481696,https://twitter.com/BradleyByrne,
RepKinzinger,219429281,https://twitter.com/RepKinzinger,
Marty_Nothstein,600319010,https://twitter.com/Marty_Nothstein,
EconomicManBlog,7.12465E+17,https://twitter.com/EconomicManBlog,
DaveBratVA7th,2279098645,https://twitter.com/DaveBratVA7th,
avaforcongress,4705788582,https://twitter.com/avaforcongress,
Boyle4PA,8.64627E+17,https://twitter.com/Boyle4PA,
DWB4Congress,4836054251,https://twitter.com/DWB4Congress,
Brian_Babin,36996153,https://twitter.com/Brian_Babin,
Deb4CongressNM,286476728,https://twitter.com/Deb4CongressNM,
SpanbergerVA07,8.82959E+17,https://twitter.com/SpanbergerVA07,
DonNorcross4NJ,2340948996,https://twitter.com/DonNorcross4NJ,
BrianFitzUSA,4905487413,https://twitter.com/BrianFitzUSA,
BetsyRaderOH,8.42564E+17,https://twitter.com/BetsyRaderOH,
Clyburn,188019606,https://twitter.com/Clyburn,
Billups4ushd33,9.52247E+17,https://twitter.com/Billups4ushd33,
GeorgeHolding,334245076,https://twitter.com/GeorgeHolding,
RussFulcher,172944579,https://twitter.com/RussFulcher,
GeorgeMcDermot3,434446537,https://twitter.com/GeorgeMcDermot3,
FerkieCPA,1671899924,https://twitter.com/FerkieCPA,
ClarkPatterson,36558990,https://twitter.com/ClarkPatterson,
Casper4Colorado,3320699257,https://twitter.com/Casper4Colorado,
BradSherman,30216513,https://twitter.com/BradSherman,
ElectLaHood,3107996233,https://twitter.com/ElectLaHood,
DrVEnoch,24442113,https://twitter.com/DrVEnoch,
Caldwell4MD6CD,9.13616E+17,https://twitter.com/Caldwell4MD6CD,
RodneySmithNV,7.25062E+17,https://twitter.com/RodneySmithNV,
BoserforPA,9.65325E+17,https://twitter.com/BoserforPA,
DorisMatsui,38254095,https://twitter.com/DorisMatsui,
ScottPetersSD,292594517,https://twitter.com/ScottPetersSD,
CarolynBMaloney,119250381,https://twitter.com/CarolynBMaloney,
SeanFlynnCA,4478749334,https://twitter.com/SeanFlynnCA,
DarylKipnisEsq,7.64615E+17,https://twitter.com/DarylKipnisEsq,
ConawayTX11,295685416,https://twitter.com/ConawayTX11,
RichHudson,16874915,https://twitter.com/RichHudson,
RickSeeberger,2189543936,https://twitter.com/RickSeeberger,
bradwenstrup,313719282,https://twitter.com/bradwenstrup,
Call_Me_Dutch,305620929,https://twitter.com/Call_Me_Dutch,
Crawford4Cong,50918998,https://twitter.com/Crawford4Cong,
ThomasMassieKY,230973154,https://twitter.com/ThomasMassieKY,
Douglas_Collins,343358379,https://twitter.com/Douglas_Collins,
RoKhannaUSA,8.67807E+17,https://twitter.com/RoKhannaUSA,
electwarrenr,9.74803E+17,https://twitter.com/electwarrenr,
DianeNeal,37419643,https://twitter.com/DianeNeal,
DanDavidPA,9.4041E+17,https://twitter.com/DanDavidPA,
AustinScottGA08,234797704,https://twitter.com/AustinScottGA08,
carbajalsalud,3237898542,https://twitter.com/carbajalsalud,
ORForestDefense,8.08484E+17,https://twitter.com/ORForestDefense,
RobWittman,15356407,https://twitter.com/RobWittman,
AftabPureval,2400005258,https://twitter.com/AftabPureval,
